sequence_id,dataset,action_label,risk_level,mean_torso_inclination,std_torso_inclination,knee_hip_drop_ratio,ankle_motion,mean_body_height,std_body_height_norm,mean_joint_speed,std_hip_y,posture
S006C001P015R001A043,NTU,falling_down,high_risk,15.797,12.4006,0.2374,0.0129,5.1491,0.2537,0.0664,0.1803,Lying
S006C001P015R002A008,NTU,sit_down,low_risk,18.6763,6.3,0.192,0.0205,5.3986,0.0993,0.0789,0.0638,Sitting
S006C001P015R002A009,NTU,stand_up,low_risk,15.5126,7.8744,0.2028,0.018,5.4505,0.1146,0.0684,0.0659,Standing
S006C001P015R002A042,NTU,staggering,moderate_risk,2.3208,2.4601,0.2268,0.0162,6.0904,0.0321,0.0764,0.024,Walking
S006C001P015R002A043,NTU,falling_down,high_risk,28.68,28.9195,0.2748,0.0205,5.4321,0.1636,0.073,0.3061,Lying
S006C001P016R001A008,NTU,sit_down,low_risk,3.3359,3.5078,0.1598,0.0206,4.9139,0.3158,0.0965,0.278,Sitting
S006C001P016R001A009,NTU,stand_up,low_risk,5.4174,4.0803,0.1819,0.0167,5.3352,0.1843,0.0679,0.0235,Standing
S006C001P016R001A042,NTU,staggering,moderate_risk,2.6461,1.6568,0.264,0.0119,6.0584,0.0257,0.0835,0.0198,Walking
S006C001P016R001A043,NTU,falling_down,high_risk,12.6707,13.3932,0.1818,0.0108,4.8387,0.2738,0.0496,0.093,Lying
S006C001P016R002A008,NTU,sit_down,low_risk,13.6764,9.5501,0.1964,0.0131,5.4013,0.125,0.0744,0.0461,Sitting
S006C001P016R002A009,NTU,stand_up,low_risk,15.9549,9.3125,0.1682,0.0101,4.9116,0.2035,0.0519,0.0865,Standing
S006C001P016R002A042,NTU,staggering,moderate_risk,9.5052,5.2077,0.2406,0.0161,5.6401,0.0319,0.0931,0.0395,Walking
S006C001P016R002A043,NTU,falling_down,high_risk,17.4385,14.6802,0.182,0.0115,4.5857,0.2719,0.0468,0.1722,Lying
S006C001P017R001A008,NTU,sit_down,low_risk,2.7944,1.9805,0.1732,0.0092,5.321,0.1398,0.0477,0.0404,Sitting
S006C001P017R001A009,NTU,stand_up,low_risk,3.453,2.3486,0.1773,0.0103,5.5987,0.1522,0.0491,0.0663,Standing
S006C001P017R001A042,NTU,staggering,moderate_risk,3.4214,2.443,0.2359,0.0134,5.4406,0.0263,0.0659,0.0397,Walking
S006C001P017R001A043,NTU,falling_down,high_risk,13.4224,11.0114,0.1748,0.0165,4.592,0.2522,0.0606,0.1737,Lying
S006C001P017R002A008,NTU,sit_down,low_risk,8.5821,5.8755,0.1707,0.0159,5.1019,0.1455,0.0746,0.0775,Sitting
S006C001P017R002A009,NTU,stand_up,low_risk,9.5336,7.5054,0.1323,0.0097,4.909,0.1376,0.0441,0.0474,Standing
S006C001P017R002A042,NTU,staggering,moderate_risk,3.5511,2.7223,0.2325,0.0108,5.7496,0.0175,0.0817,0.034,Walking
S006C001P017R002A043,NTU,falling_down,high_risk,3.8563,4.2352,0.1785,0.0105,4.4619,0.2425,0.0517,0.1708,Lying
S006C001P019R001A008,NTU,sit_down,low_risk,11.8491,5.9216,0.1602,0.0098,5.1121,0.1609,0.0478,0.0442,Sitting
S006C001P019R001A009,NTU,stand_up,low_risk,10.4999,5.2017,0.1526,0.007,5.6182,0.1613,0.0415,0.033,Standing
S006C001P019R001A042,NTU,staggering,moderate_risk,7.0121,6.819,0.269,0.0153,6.3838,0.0767,0.0644,0.079,Walking
S006C001P019R001A043,NTU,falling_down,high_risk,4.7755,2.69,0.2182,0.0134,5.0739,0.2829,0.0521,0.0774,Lying
S006C001P019R002A008,NTU,sit_down,low_risk,9.8472,5.8968,0.3064,0.0485,4.0959,0.3709,0.1297,0.1554,Sitting
S006C001P019R002A009,NTU,stand_up,low_risk,23.6496,14.6387,0.2674,0.0291,4.5917,0.376,0.0833,0.1097,Standing
S006C001P019R002A042,NTU,staggering,moderate_risk,6.4628,6.7791,0.2455,0.0109,5.5296,0.0815,0.0551,0.0711,Walking
S006C001P019R002A043,NTU,falling_down,high_risk,17.3322,15.2313,0.2062,0.0127,4.9897,0.2178,0.0615,0.1349,Lying
S006C001P022R001A008,NTU,sit_down,low_risk,10.094,8.8783,0.175,0.0133,4.4588,0.2204,0.0589,0.0481,Sitting
S006C001P022R001A009,NTU,stand_up,low_risk,10.2715,9.3836,0.1781,0.0103,4.6821,0.249,0.0418,0.0573,Standing
S006C001P022R001A042,NTU,staggering,moderate_risk,5.1496,2.7607,0.2528,0.0074,5.8349,0.0245,0.0533,0.0237,Walking
S006C001P022R001A043,NTU,falling_down,high_risk,10.8494,8.9888,0.1779,0.0114,4.6121,0.2344,0.0551,0.1482,Lying
S006C001P022R002A008,NTU,sit_down,low_risk,6.8961,4.2119,0.1148,0.0087,4.846,0.1139,0.0412,0.0629,Sitting
S006C001P022R002A009,NTU,stand_up,low_risk,6.1759,3.4577,0.1779,0.0077,5.5849,0.158,0.0511,0.0806,Standing
S006C001P022R002A042,NTU,staggering,moderate_risk,3.388,3.4685,0.2532,0.0131,5.6597,0.039,0.0782,0.0393,Walking
S006C001P022R002A043,NTU,falling_down,high_risk,8.2555,6.8274,0.2185,0.0216,3.9875,0.3364,0.075,0.2465,Lying
S006C001P023R001A008,NTU,sit_down,low_risk,9.591,6.4949,0.1253,0.006,4.5778,0.1522,0.0304,0.0249,Sitting
S006C001P023R001A009,NTU,stand_up,low_risk,9.8105,7.2894,0.1374,0.006,4.6708,0.164,0.033,0.0194,Standing
S006C001P023R001A042,NTU,staggering,moderate_risk,2.9501,1.6675,0.2483,0.0106,5.6403,0.0284,0.0521,0.0268,Walking
S006C001P023R001A043,NTU,falling_down,high_risk,9.517,5.9584,0.1933,0.0118,4.2786,0.2779,0.0427,0.0732,Lying
S006C001P023R002A008,NTU,sit_down,low_risk,5.6727,3.7023,0.1414,0.0041,4.9018,0.155,0.0174,0.0203,Sitting
S006C001P023R002A009,NTU,stand_up,low_risk,6.7523,4.551,0.1498,0.0042,5.0776,0.1567,0.0241,0.0369,Standing
S006C001P023R002A042,NTU,staggering,moderate_risk,1.867,1.4174,0.2468,0.0061,5.741,0.026,0.0271,0.0107,Walking
S006C001P023R002A043,NTU,falling_down,high_risk,28.2115,21.1204,0.1788,0.0143,4.5809,0.2595,0.0522,0.1988,Lying
S006C001P024R001A008,NTU,sit_down,low_risk,8.7191,6.6385,0.1915,0.0094,5.456,0.1721,0.0467,0.0509,Sitting
S006C001P024R001A009,NTU,stand_up,low_risk,7.3478,5.9253,0.1386,0.0133,4.7752,0.1872,0.0575,0.0471,Standing
S006C001P024R001A042,NTU,staggering,moderate_risk,3.9882,2.7809,0.2228,0.0107,5.6485,0.0312,0.0559,0.0346,Walking
S006C001P024R001A043,NTU,falling_down,high_risk,7.1514,3.012,0.1558,0.0134,4.7442,0.239,0.0519,0.0452,Lying
S006C001P024R002A008,NTU,sit_down,low_risk,4.9525,3.1544,0.2359,0.0069,5.9882,0.1125,0.0455,0.0742,Sitting
S006C001P024R002A009,NTU,stand_up,low_risk,6.3802,3.7947,0.3022,0.0063,7.3455,0.0913,0.0504,0.0811,Standing
S006C001P024R002A042,NTU,staggering,moderate_risk,2.6277,3.2467,0.2226,0.0096,6.025,0.0269,0.0587,0.0288,Walking
S006C001P024R002A043,NTU,falling_down,high_risk,3.4137,4.063,0.1864,0.015,4.8469,0.2805,0.0741,0.0453,Lying
S006C002P001R001A008,NTU,sit_down,low_risk,9.2252,5.985,0.1988,0.0134,4.8908,0.1305,0.0487,0.0432,Sitting
S006C002P001R001A009,NTU,stand_up,low_risk,10.8281,6.8095,0.1899,0.0097,4.0908,0.21,0.0404,0.0617,Standing
S006C002P001R001A042,NTU,staggering,moderate_risk,10.2856,6.6492,0.2696,0.0183,6.157,0.0488,0.0731,0.0496,Walking
S006C002P001R001A043,NTU,falling_down,high_risk,16.1337,14.5219,0.2286,0.017,5.9467,0.2136,0.067,0.168,Lying
S006C002P001R002A008,NTU,sit_down,low_risk,2.6945,1.8063,0.1343,0.0044,5.3291,0.1292,0.0447,0.0706,Sitting
S006C002P001R002A009,NTU,stand_up,low_risk,1.5462,0.9367,0.1277,0.0047,5.1858,0.1418,0.0387,0.066,Standing
S006C002P001R002A042,NTU,staggering,moderate_risk,5.423,2.9695,0.2158,0.0089,5.5116,0.0567,0.0454,0.0166,Walking
S006C002P001R002A043,NTU,falling_down,high_risk,4.8321,3.6865,0.1748,0.009,4.6947,0.2624,0.0355,0.1926,Lying
S006C002P007R001A008,NTU,sit_down,low_risk,7.8319,5.9272,0.1735,0.0185,4.9007,0.1587,0.0786,0.0587,Sitting
S006C002P007R001A009,NTU,stand_up,low_risk,14.4545,10.6492,0.187,0.0121,5.0908,0.165,0.0623,0.0463,Standing
S006C002P007R001A042,NTU,staggering,moderate_risk,12.0096,8.137,0.214,0.0138,5.1627,0.0815,0.0817,0.0932,Walking
S006C002P007R001A043,NTU,falling_down,high_risk,10.1049,6.392,0.2085,0.0241,3.8896,0.374,0.0863,0.1167,Lying
S006C002P007R002A008,NTU,sit_down,low_risk,3.9566,2.7868,0.1337,0.0082,5.5132,0.1061,0.0391,0.0606,Sitting
S006C002P007R002A009,NTU,stand_up,low_risk,7.3723,4.9635,0.1446,0.0068,4.6447,0.168,0.0382,0.0655,Standing
S006C002P007R002A042,NTU,staggering,moderate_risk,8.8202,5.8308,0.2309,0.0025,5.6579,0.0471,0.0352,0.0268,Walking
S006C002P007R002A043,NTU,falling_down,high_risk,17.4046,16.6823,0.1745,0.011,4.8049,0.2782,0.0599,0.1936,Lying
S006C002P008R001A008,NTU,sit_down,low_risk,37.3044,20.1841,0.2034,0.0149,4.2844,0.218,0.0555,0.2351,Sitting
S006C002P008R001A009,NTU,stand_up,low_risk,41.8567,17.461,0.1233,0.0155,4.0144,0.2367,0.0516,0.1918,Standing
S006C002P008R001A042,NTU,staggering,moderate_risk,12.3774,7.1306,0.2314,0.0228,5.9821,0.0835,0.1364,0.0965,Walking
S006C002P008R001A043,NTU,falling_down,high_risk,27.8622,32.3581,0.2904,0.0129,5.431,0.2023,0.0579,0.4767,Lying
S006C002P008R002A008,NTU,sit_down,low_risk,7.1589,6.4943,0.1343,0.0107,4.511,0.1964,0.065,0.0859,Sitting
S006C002P008R002A009,NTU,stand_up,low_risk,2.6804,3.5355,0.1616,0.0052,6.0267,0.1722,0.0389,0.0947,Standing
S006C002P008R002A042,NTU,staggering,moderate_risk,14.6165,16.1206,0.2287,0.0157,5.1037,0.1029,0.1032,0.1324,Walking
S006C002P008R002A043,NTU,falling_down,high_risk,43.6242,34.7409,0.2248,0.016,4.6269,0.2402,0.067,0.3769,Lying
S006C002P015R001A008,NTU,sit_down,low_risk,12.9604,7.6307,0.1705,0.0138,5.0218,0.1624,0.0605,0.0641,Sitting
S006C002P015R001A009,NTU,stand_up,low_risk,17.9513,8.0605,0.1292,0.0122,4.4612,0.1303,0.0544,0.0433,Standing
S006C002P015R001A042,NTU,staggering,moderate_risk,10.0288,5.9283,0.2425,0.037,6.1122,0.1073,0.1271,0.0677,Walking
S006C002P015R001A043,NTU,falling_down,high_risk,34.2843,24.1854,0.2541,0.0164,4.9931,0.2503,0.0541,0.2988,Lying
S006C002P015R002A008,NTU,sit_down,low_risk,2.8705,2.031,0.1937,0.0089,5.3163,0.1077,0.0438,0.0464,Sitting
S006C002P015R002A009,NTU,stand_up,low_risk,5.4141,3.7664,0.1869,0.0093,5.3956,0.1127,0.0457,0.0314,Standing
S006C002P015R002A042,NTU,staggering,moderate_risk,3.0717,2.0761,0.2472,0.0089,6.1417,0.0289,0.0451,0.0184,Walking
S006C002P015R002A043,NTU,falling_down,high_risk,14.4013,15.5815,0.1939,0.0149,4.7698,0.2826,0.06,0.1474,Lying
S006C002P016R001A008,NTU,sit_down,low_risk,7.2399,8.2791,0.1994,0.0252,4.8824,0.3891,0.1078,0.34,Sitting
S006C002P016R001A009,NTU,stand_up,low_risk,11.6333,9.0506,0.1792,0.0211,5.4881,0.1794,0.0779,0.0634,Standing
S006C002P016R001A042,NTU,staggering,moderate_risk,6.9956,8.09,0.2526,0.0321,5.6529,0.2624,0.1836,0.2599,Walking
S006C002P016R001A043,NTU,falling_down,high_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lying
S006C002P016R002A008,NTU,sit_down,low_risk,4.2945,3.672,0.1667,0.009,5.0222,0.1109,0.0472,0.0379,Sitting
S006C002P016R002A009,NTU,stand_up,low_risk,2.4346,1.4462,0.165,0.0146,4.9164,0.1563,0.0509,0.0249,Standing
S006C002P016R002A042,NTU,staggering,moderate_risk,2.6129,1.9917,0.2243,0.0141,5.7553,0.0378,0.0728,0.0133,Walking
S006C002P016R002A043,NTU,falling_down,high_risk,3.8236,3.3873,0.162,0.011,4.5464,0.2404,0.0332,0.041,Lying
S006C002P017R001A008,NTU,sit_down,low_risk,11.2288,11.1252,0.177,0.016,4.7465,0.1701,0.0747,0.0762,Sitting
S006C002P017R001A009,NTU,stand_up,low_risk,8.3642,6.9883,0.1589,0.013,5.3087,0.1408,0.0708,0.0495,Standing
S006C002P017R001A042,NTU,staggering,moderate_risk,6.528,4.8571,0.291,0.0184,5.2385,0.0877,0.1153,0.0721,Walking
S006C002P017R001A043,NTU,falling_down,high_risk,25.8137,20.5543,0.2234,0.025,4.2162,0.2575,0.0866,0.1872,Lying
S006C002P017R002A008,NTU,sit_down,low_risk,2.4847,1.5019,0.1604,0.0076,5.0092,0.1253,0.0454,0.0265,Sitting
S006C002P017R002A009,NTU,stand_up,low_risk,2.9758,2.9134,0.1443,0.0077,4.9726,0.1363,0.0343,0.0349,Standing
S006C002P017R002A042,NTU,staggering,moderate_risk,3.087,2.1482,0.2346,0.0084,5.8362,0.0162,0.0586,0.0122,Walking
S006C002P017R002A043,NTU,falling_down,high_risk,21.6733,21.2044,0.2006,0.0164,4.7294,0.2427,0.0546,0.1988,Lying
S006C002P019R001A008,NTU,sit_down,low_risk,26.7814,18.3159,0.1955,0.0149,4.9019,0.1807,0.0554,0.129,Sitting
S006C002P019R001A009,NTU,stand_up,low_risk,17.2306,11.5429,0.1991,0.0121,4.9395,0.1737,0.0504,0.0602,Standing
S006C002P019R001A042,NTU,staggering,moderate_risk,16.822,11.9076,0.296,0.0113,5.8632,0.0679,0.0591,0.0879,Walking
S006C002P019R001A043,NTU,falling_down,high_risk,15.5492,13.1862,0.2394,0.0123,4.8741,0.2853,0.0573,0.1241,Lying
S006C002P019R002A008,NTU,sit_down,low_risk,5.1036,2.6408,0.1533,0.0073,4.4999,0.1716,0.0503,0.0594,Sitting
S006C002P019R002A009,NTU,stand_up,low_risk,0.9194,0.5398,0.1506,0.006,5.1302,0.1965,0.0341,0.0331,Standing
S006C002P019R002A042,NTU,staggering,moderate_risk,2.9574,2.8796,0.2243,0.0091,5.4886,0.08,0.0405,0.0336,Walking
S006C002P019R002A043,NTU,falling_down,high_risk,7.3271,7.8777,0.2141,0.0125,4.6366,0.2648,0.0427,0.0793,Lying
S006C002P022R001A008,NTU,sit_down,low_risk,19.1251,14.4798,0.1928,0.0197,4.5518,0.1586,0.0823,0.1242,Sitting
S006C002P022R001A009,NTU,stand_up,low_risk,15.0927,12.3802,0.2511,0.0182,5.0407,0.2116,0.0631,0.0873,Standing
S006C002P022R001A042,NTU,staggering,moderate_risk,7.3223,5.1396,0.2701,0.0117,5.9114,0.0502,0.0735,0.0445,Walking
S006C002P022R001A043,NTU,falling_down,high_risk,24.3284,16.9623,0.2142,0.019,4.4057,0.3344,0.0801,0.1292,Lying
S006C002P022R002A008,NTU,sit_down,low_risk,5.1004,3.4688,0.1254,0.0061,5.0608,0.1115,0.038,0.0381,Sitting
S006C002P022R002A009,NTU,stand_up,low_risk,8.8322,7.9615,0.1634,0.0072,5.2114,0.1451,0.0417,0.0709,Standing
S006C002P022R002A042,NTU,staggering,moderate_risk,2.905,1.803,0.2362,0.0108,6.033,0.0154,0.059,0.031,Walking
S006C002P022R002A043,NTU,falling_down,high_risk,24.4453,22.4527,0.1548,0.017,4.5598,0.23,0.0705,0.2443,Lying
S006C002P023R001A008,NTU,sit_down,low_risk,17.209,6.5986,0.1688,0.0182,3.6127,0.1889,0.0494,0.0371,Sitting
S006C002P023R001A009,NTU,stand_up,low_risk,17.0175,8.7261,0.176,0.0184,3.7386,0.2124,0.0504,0.0361,Standing
S006C002P023R001A042,NTU,staggering,moderate_risk,6.9466,3.3087,0.2354,0.0109,5.2877,0.0318,0.0588,0.037,Walking
S006C002P023R001A043,NTU,falling_down,high_risk,32.0809,17.3195,0.1615,0.0157,4.3045,0.3074,0.0539,0.2038,Lying
S006C002P023R002A008,NTU,sit_down,low_risk,1.9881,0.6658,0.1337,0.0038,4.9036,0.1574,0.0138,0.0096,Sitting
S006C002P023R002A009,NTU,stand_up,low_risk,0.7977,0.794,0.1655,0.0041,5.089,0.1603,0.0229,0.0209,Standing
S006C002P023R002A042,NTU,staggering,moderate_risk,4.3363,2.4582,0.2416,0.0045,5.6513,0.0207,0.0221,0.0071,Walking
S006C002P023R002A043,NTU,falling_down,high_risk,21.6664,17.2304,0.2089,0.0165,4.3011,0.266,0.0524,0.1255,Lying
S006C002P024R001A008,NTU,sit_down,low_risk,31.7224,17.3608,0.1801,0.0114,6.6174,0.1753,0.0817,0.1835,Sitting
S006C002P024R001A009,NTU,stand_up,low_risk,10.0725,8.2238,0.1628,0.0084,4.9277,0.1289,0.0434,0.0872,Standing
S006C002P024R001A042,NTU,staggering,moderate_risk,7.017,4.3435,0.3011,0.0121,6.5421,0.0187,0.0867,0.0502,Walking
S006C002P024R001A043,NTU,falling_down,high_risk,8.3691,7.3937,0.2275,0.0149,5.0525,0.221,0.0724,0.028,Lying
S006C002P024R002A008,NTU,sit_down,low_risk,2.4069,1.8731,0.1652,0.0089,5.036,0.1076,0.0485,0.0493,Sitting
S006C002P024R002A009,NTU,stand_up,low_risk,4.2605,2.3009,0.2716,0.0067,7.1663,0.0961,0.0463,0.0753,Standing
S006C002P024R002A042,NTU,staggering,moderate_risk,4.609,2.6698,0.2267,0.008,6.0143,0.0197,0.0428,0.011,Walking
S006C002P024R002A043,NTU,falling_down,high_risk,3.7192,4.4151,0.1812,0.0135,4.9369,0.2267,0.0534,0.0316,Lying
S006C003P001R001A008,NTU,sit_down,low_risk,1.4923,1.3716,0.1395,0.0045,5.2496,0.1118,0.0316,0.0354,Sitting
S006C003P001R001A009,NTU,stand_up,low_risk,2.5925,1.736,0.1592,0.0046,5.0521,0.1544,0.024,0.0385,Standing
S006C003P001R001A042,NTU,staggering,moderate_risk,1.6635,1.5129,0.2112,0.0105,5.4748,0.0681,0.0468,0.0226,Walking
S006C003P001R001A043,NTU,falling_down,high_risk,1.5366,1.9073,0.1687,0.0065,4.8873,0.2358,0.0322,0.1457,Lying
S006C003P001R002A008,NTU,sit_down,low_risk,15.3299,8.6466,0.1734,0.0165,4.568,0.1958,0.0695,0.0977,Sitting
S006C003P001R002A009,NTU,stand_up,low_risk,14.7916,8.7706,0.1386,0.0132,4.1255,0.128,0.0566,0.0961,Standing
S006C003P001R002A042,NTU,staggering,moderate_risk,7.4653,5.6407,0.2252,0.0164,5.423,0.0689,0.1146,0.0688,Walking
S006C003P001R002A043,NTU,falling_down,high_risk,20.7094,15.9469,0.2044,0.0151,4.8891,0.1653,0.058,0.136,Lying
S006C003P007R001A008,NTU,sit_down,low_risk,4.1733,2.9983,0.1341,0.0093,5.1774,0.1568,0.0517,0.0444,Sitting
S006C003P007R001A009,NTU,stand_up,low_risk,2.8767,2.5502,0.1515,0.0053,5.3799,0.1624,0.0391,0.0411,Standing
S006C003P007R001A042,NTU,staggering,moderate_risk,10.7873,8.8872,0.2178,0.0131,5.4479,0.1027,0.0739,0.0531,Walking
S006C003P007R001A043,NTU,falling_down,high_risk,10.1318,7.4799,0.2469,0.0205,4.6153,0.2891,0.068,0.0794,Lying
S006C003P007R002A008,NTU,sit_down,low_risk,5.0236,2.9457,0.3106,0.0176,4.4244,0.2721,0.0702,0.094,Sitting
S006C003P007R002A009,NTU,stand_up,low_risk,24.601,27.2459,0.284,0.0337,4.4982,0.4478,0.1598,0.4292,Standing
S006C003P007R002A042,NTU,staggering,moderate_risk,11.1709,8.4168,0.2401,0.0181,5.8035,0.1119,0.11,0.0906,Walking
S006C003P007R002A043,NTU,falling_down,high_risk,25.5867,27.4467,0.2597,0.0251,4.5473,0.311,0.086,0.3005,Lying
S006C003P008R001A008,NTU,sit_down,low_risk,5.5301,8.1758,0.1528,0.0143,4.6178,0.2345,0.0742,0.2369,Sitting
S006C003P008R001A009,NTU,stand_up,low_risk,2.1638,1.4849,0.2109,0.0039,6.5272,0.1694,0.0304,0.1147,Standing
S006C003P008R001A042,NTU,staggering,moderate_risk,19.6795,11.0165,0.2898,0.0161,7.0386,0.0505,0.1071,0.074,Walking
S006C003P008R001A043,NTU,falling_down,high_risk,31.4872,33.8055,0.3149,0.0125,5.872,0.1678,0.0451,0.5517,Lying
S006C003P008R002A008,NTU,sit_down,low_risk,40.4814,18.7041,0.2466,0.0215,3.9749,0.208,0.0602,0.2533,Sitting
S006C003P008R002A009,NTU,stand_up,low_risk,34.0245,18.7661,0.2124,0.0103,4.706,0.1899,0.0428,0.2193,Standing
S006C003P008R002A042,NTU,staggering,moderate_risk,12.8386,7.6603,0.2069,0.0297,4.681,0.1356,0.1441,0.1296,Walking
S006C003P008R002A043,NTU,falling_down,high_risk,28.3434,20.0185,0.2285,0.0205,3.1408,0.6109,0.0656,0.2408,Lying
S006C003P015R001A008,NTU,sit_down,low_risk,2.1604,1.2652,0.1635,0.015,5.8042,0.1151,0.0643,0.0455,Sitting
S006C003P015R001A009,NTU,stand_up,low_risk,3.4397,1.3908,0.1166,0.013,5.5395,0.1072,0.0592,0.0522,Standing
S006C003P015R001A042,NTU,staggering,moderate_risk,2.348,1.984,0.2439,0.0154,6.3024,0.0313,0.0754,0.0217,Walking
S006C003P015R001A043,NTU,falling_down,high_risk,4.3297,3.677,0.1761,0.0101,5.1504,0.2169,0.0454,0.1174,Lying
S006C003P015R002A008,NTU,sit_down,low_risk,10.0861,10.4954,0.0624,0.0214,3.4364,0.0964,0.0528,0.0827,Sitting
S006C003P015R002A009,NTU,stand_up,low_risk,14.3436,11.3577,0.1254,0.0183,4.323,0.0813,0.0708,0.0621,Standing
S006C003P015R002A042,NTU,staggering,moderate_risk,4.3828,2.7266,0.2305,0.0255,6.1344,0.0893,0.106,0.0577,Walking
S006C003P015R002A043,NTU,falling_down,high_risk,16.8519,8.4297,0.2594,0.0194,4.9075,0.2834,0.0732,0.1147,Lying
S006C003P016R001A008,NTU,sit_down,low_risk,10.3816,9.289,0.1669,0.0138,4.8379,0.1557,0.0605,0.0492,Sitting
S006C003P016R001A009,NTU,stand_up,low_risk,8.6623,7.3684,0.1947,0.0092,4.7496,0.1943,0.0451,0.0217,Standing
S006C003P016R001A042,NTU,staggering,moderate_risk,1.8146,0.8821,0.2333,0.0099,5.7185,0.031,0.0651,0.0149,Walking
S006C003P016R001A043,NTU,falling_down,high_risk,5.2849,6.8677,0.163,0.0084,4.6659,0.2392,0.0362,0.0838,Lying
S006C003P016R002A008,NTU,sit_down,low_risk,20.5926,16.234,0.1905,0.0173,4.9803,0.1269,0.0847,0.1104,Sitting
S006C003P016R002A009,NTU,stand_up,low_risk,8.3069,5.9425,0.1497,0.0161,4.5041,0.1801,0.072,0.0987,Standing
S006C003P016R002A042,NTU,staggering,moderate_risk,8.9753,4.833,0.2086,0.0254,4.8827,0.1433,0.1707,0.1319,Walking
S006C003P016R002A043,NTU,falling_down,high_risk,33.5168,14.501,0.1862,0.0296,4.4777,0.2158,0.0776,0.147,Lying
S006C003P017R001A008,NTU,sit_down,low_risk,9.0047,7.2029,0.1544,0.0077,4.8439,0.122,0.0457,0.0339,Sitting
S006C003P017R001A009,NTU,stand_up,low_risk,8.3643,7.183,0.1206,0.0137,4.8136,0.1227,0.0645,0.0248,Standing
S006C003P017R001A042,NTU,staggering,moderate_risk,3.0415,2.2679,0.2267,0.0096,5.5926,0.0214,0.0502,0.0093,Walking
S006C003P017R001A043,NTU,falling_down,high_risk,11.6652,11.3743,0.1537,0.0165,4.6789,0.1761,0.0556,0.1447,Lying
S006C003P017R002A008,NTU,sit_down,low_risk,14.8267,18.5456,0.2145,0.0273,4.2732,0.2601,0.1147,0.2512,Sitting
S006C003P017R002A009,NTU,stand_up,low_risk,15.4448,10.5496,0.1943,0.0255,4.4661,0.1676,0.1098,0.1311,Standing
S006C003P017R002A042,NTU,staggering,moderate_risk,5.4817,4.4199,0.2412,0.032,5.6917,0.0672,0.212,0.1463,Walking
S006C003P017R002A043,NTU,falling_down,high_risk,29.2505,20.3738,0.197,0.0158,4.7203,0.1163,0.0819,0.148,Lying
S006C003P019R001A008,NTU,sit_down,low_risk,2.6289,2.3258,0.1351,0.0056,4.8895,0.1656,0.0398,0.1011,Sitting
S006C003P019R001A009,NTU,stand_up,low_risk,2.7245,1.7015,0.1863,0.005,7.0279,0.1636,0.0388,0.088,Standing
S006C003P019R001A042,NTU,staggering,moderate_risk,4.1392,4.2059,0.2533,0.0095,6.1621,0.0847,0.0469,0.0758,Walking
S006C003P019R001A043,NTU,falling_down,high_risk,16.0743,11.3082,0.1971,0.0116,4.6316,0.2789,0.0411,0.116,Lying
S006C003P019R002A008,NTU,sit_down,low_risk,19.7968,17.7765,0.1697,0.0107,5.2218,0.1558,0.0689,0.0934,Sitting
S006C003P019R002A009,NTU,stand_up,low_risk,14.6269,14.5858,0.1691,0.009,5.3008,0.2013,0.0451,0.0728,Standing
S006C003P019R002A042,NTU,staggering,moderate_risk,16.1229,12.9405,0.2396,0.0166,5.6792,0.0678,0.0844,0.1214,Walking
S006C003P019R002A043,NTU,falling_down,high_risk,13.6886,10.6076,0.23,0.0164,5.015,0.1914,0.0643,0.1049,Lying
S006C003P022R001A008,NTU,sit_down,low_risk,4.7691,5.5625,0.1296,0.0056,5.059,0.1307,0.0324,0.0612,Sitting
S006C003P022R001A009,NTU,stand_up,low_risk,2.455,2.0234,0.1535,0.0049,5.3324,0.1569,0.0362,0.0663,Standing
S006C003P022R001A042,NTU,staggering,moderate_risk,4.8745,3.6234,0.2344,0.0061,5.9728,0.0185,0.0407,0.0329,Walking
S006C003P022R001A043,NTU,falling_down,high_risk,10.6374,9.2375,0.1589,0.0154,4.3966,0.254,0.0522,0.1306,Lying
S006C003P022R002A008,NTU,sit_down,low_risk,13.6245,8.6471,0.1331,0.0112,4.975,0.127,0.0514,0.0521,Sitting
S006C003P022R002A009,NTU,stand_up,low_risk,10.9697,10.423,0.17,0.0092,5.096,0.1652,0.0457,0.0806,Standing
S006C003P022R002A042,NTU,staggering,moderate_risk,5.4898,4.7895,0.2558,0.0206,5.0221,0.0632,0.1128,0.0781,Walking
S006C003P022R002A043,NTU,falling_down,high_risk,26.2451,23.0119,0.2159,0.0234,3.6906,0.4292,0.0862,0.2583,Lying
S006C003P023R001A008,NTU,sit_down,low_risk,1.7527,1.0235,0.1496,0.0049,5.1523,0.1501,0.0263,0.0713,Sitting
S006C003P023R001A009,NTU,stand_up,low_risk,1.6737,1.1827,0.151,0.0041,5.5406,0.1631,0.0284,0.0475,Standing
S006C003P023R001A042,NTU,staggering,moderate_risk,2.6919,1.8563,0.2382,0.0093,5.5577,0.0248,0.0449,0.0125,Walking
S006C003P023R001A043,NTU,falling_down,high_risk,8.3102,5.4989,0.2105,0.0117,4.2129,0.3124,0.0392,0.0702,Lying
S006C003P023R002A008,NTU,sit_down,low_risk,7.8204,5.0534,0.1546,0.0079,4.2367,0.1741,0.0259,0.0302,Sitting
